Date,Close,High,Low,Open,Volume,Ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,
2025-09-09,234.35000610351562,238.77999877929688,233.36000061035156,237.0,66313900,AAPL
2025-09-10,226.7899932861328,232.4199981689453,225.9499969482422,232.19000244140625,83440800,AAPL
2025-09-11,230.02999877929688,230.4499969482422,226.64999389648438,226.8800048828125,50208600,AAPL
2025-09-12,234.07000732421875,234.50999450683594,229.02000427246094,229.22000122070312,55824200,AAPL
2025-09-15,236.6999969482422,238.19000244140625,235.02999877929688,237.0,42699500,AAPL
2025-09-16,238.14999389648438,241.22000122070312,236.32000732421875,237.17999267578125,63421100,AAPL
2025-09-17,238.99000549316406,240.10000610351562,237.72999572753906,238.97000122070312,46508000,AAPL
2025-09-18,237.8800048828125,241.1999969482422,236.64999389648438,239.97000122070312,44249600,AAPL
2025-09-19,245.5,246.3000030517578,240.2100067138672,241.22999572753906,163741300,AAPL
2025-09-22,256.0799865722656,256.6400146484375,248.1199951171875,248.3000030517578,105517400,AAPL
2025-09-23,254.42999267578125,257.3399963378906,253.5800018310547,255.8800048828125,60275200,AAPL
2025-09-24,252.30999755859375,255.74000549316406,251.0399932861328,255.22000122070312,42303700,AAPL
2025-09-25,256.8699951171875,257.1700134277344,251.7100067138672,253.2100067138672,55202100,AAPL
2025-09-26,255.4600067138672,257.6000061035156,253.77999877929688,254.10000610351562,46076300,AAPL
2025-09-29,254.42999267578125,255.0,253.00999450683594,254.55999755859375,40127700,AAPL
2025-09-30,254.6300048828125,255.9199981689453,253.11000061035156,254.86000061035156,37704300,AAPL
2025-10-01,255.4499969482422,258.7900085449219,254.92999267578125,255.0399932861328,48713900,AAPL
2025-10-02,257.1300048828125,258.17999267578125,254.14999389648438,256.5799865722656,42630200,AAPL
2025-10-03,258.0199890136719,259.239990234375,253.9499969482422,254.6699981689453,49155600,AAPL
2025-10-06,256.69000244140625,259.07000732421875,255.0500030517578,257.989990234375,44664100,AAPL
2025-10-07,256.4800109863281,257.3999938964844,255.42999267578125,256.80999755859375,31955800,AAPL
2025-10-08,258.05999755859375,258.5199890136719,256.1099853515625,256.5199890136719,36496900,AAPL
2025-10-09,254.0399932861328,258.0,253.13999938964844,257.80999755859375,38322000,AAPL
2025-10-10,245.27000427246094,256.3800048828125,244.0,254.94000244140625,61999100,AAPL
2025-10-13,247.66000366210938,249.69000244140625,245.55999755859375,249.3800048828125,38142900,AAPL
2025-10-14,247.77000427246094,248.85000610351562,244.6999969482422,246.60000610351562,35478000,AAPL
2025-10-15,249.33999633789062,251.82000732421875,247.47000122070312,249.49000549316406,33893600,AAPL
2025-10-16,247.4499969482422,249.0399932861328,245.1300048828125,248.25,39777000,AAPL
2025-10-17,252.2899932861328,253.3800048828125,247.27000427246094,248.02000427246094,49147000,AAPL
2025-10-20,262.239990234375,264.3800048828125,255.6300048828125,255.88999938964844,90483000,AAPL
2025-10-21,262.7699890136719,265.2900085449219,261.8299865722656,261.8800048828125,46695900,AAPL
2025-10-22,258.45001220703125,262.8500061035156,255.42999267578125,262.6499938964844,45015300,AAPL
2025-10-23,259.5799865722656,260.6199951171875,258.010009765625,259.94000244140625,32754900,AAPL
2025-10-24,262.82000732421875,264.1300048828125,259.17999267578125,261.19000244140625,38253700,AAPL
2025-10-27,268.80999755859375,269.1199951171875,264.6499938964844,264.8800048828125,44888200,AAPL
2025-10-28,269.0,269.8900146484375,268.1499938964844,268.989990234375,41534800,AAPL
2025-10-29,269.70001220703125,271.4100036621094,267.1099853515625,269.2799987792969,51086700,AAPL
2025-10-30,271.3999938964844,274.1400146484375,268.4800109863281,271.989990234375,69886500,AAPL
2025-10-31,270.3699951171875,277.32000732421875,269.1600036621094,276.989990234375,86167100,AAPL
2025-11-03,269.04998779296875,270.8500061035156,266.25,270.4200134277344,50194600,AAPL
2025-11-04,270.0400085449219,271.489990234375,267.6199951171875,268.3299865722656,49274800,AAPL
2025-11-05,270.1400146484375,271.70001220703125,266.92999267578125,268.6099853515625,43683100,AAPL
2025-11-06,269.7699890136719,273.3999938964844,267.8900146484375,267.8900146484375,51204000,AAPL
2025-11-07,268.4700012207031,272.2900085449219,266.7699890136719,269.79998779296875,48203600,AAPL
2025-08-08,521.1832275390625,523.7989228282858,518.5575389118288,521.7423060527517,15531000,MSFT
2025-08-11,520.9136962890625,526.7241518809952,518.8670119786243,521.4427947726738,20194400,MSFT
2025-08-12,528.3713989257812,530.1085334795151,521.8421543429575,522.8904188907295,18667000,MSFT
2025-08-13,519.7256469726562,531.825750889051,518.5176108745642,531.236692379076,19619200,MSFT
2025-08-14,521.6224975585938,525.0868343553949,519.2863720398742,521.7023833261101,20269100,MSFT
2025-08-15,519.3162841796875,525.2365445998882,518.2281072023833,521.9120536418995,25213300,MSFT
2025-08-18,516.2512817382812,521.9619254356152,513.176380682391,520.7339636806648,23760600,MSFT
2025-08-19,508.933349609375,514.314487646487,507.7153506663982,514.1547770514178,21481000,MSFT
2025-08-20,504.8900146484375,510.161347905157,503.6121166003689,509.0331975839143,27723000,MSFT
2025-08-21,504.239990234375,507.6300048828125,502.7200012207031,503.69000244140625,18443300,MSFT
2025-08-22,507.2300109863281,510.7300109863281,502.4100036621094,504.25,24324200,MSFT
2025-08-25,504.260009765625,508.19000244140625,504.1199951171875,506.6300048828125,21638600,MSFT
2025-08-26,502.0400085449219,504.9800109863281,498.510009765625,504.3599853515625,30835700,MSFT
2025-08-27,506.739990234375,507.2900085449219,499.8999938964844,502.0,17277900,MSFT
2025-08-28,509.6400146484375,511.0899963378906,505.5,507.0899963378906,18015600,MSFT
2025-08-29,506.69000244140625,509.6000061035156,504.489990234375,508.6600036621094,20961600,MSFT
2025-09-02,505.1199951171875,506.0,496.80999755859375,500.4700012207031,18128000,MSFT
2025-09-03,505.3500061035156,507.7900085449219,502.32000732421875,503.7900085449219,16345100,MSFT
2025-09-04,507.9700012207031,508.1499938964844,503.1499938964844,504.29998779296875,15509500,MSFT
2025-09-05,495.0,511.9700012207031,492.3699951171875,509.07000732421875,31994800,MSFT
2025-09-08,498.20001220703125,501.20001220703125,495.0299987792969,498.1099853515625,16771000,MSFT
2025-09-09,498.4100036621094,502.25,497.70001220703125,501.42999267578125,14410500,MSFT
2025-09-10,500.3699951171875,503.2300109863281,496.7200012207031,502.9800109863281,21611800,MSFT
2025-09-11,501.010009765625,503.1700134277344,497.8800048828125,502.25,18881600,MSFT
2025-09-12,509.8999938964844,512.5499877929688,503.8500061035156,506.6499938964844,23624900,MSFT
2025-09-15,515.3599853515625,515.469970703125,507.0,508.7900085449219,17143800,MSFT
2025-09-16,509.0400085449219,517.22998046875,508.6000061035156,516.8800048828125,19711900,MSFT
2025-09-17,510.0199890136719,511.2900085449219,505.92999267578125,510.6199951171875,15816600,MSFT
2025-09-18,508.45001220703125,513.0700073242188,507.6600036621094,511.489990234375,18913700,MSFT
2025-09-19,517.9299926757812,519.2999877929688,510.30999755859375,510.55999755859375,52474100,MSFT
2025-09-22,514.4500122070312,517.739990234375,512.5399780273438,515.5900268554688,20009300,MSFT
2025-09-23,509.2300109863281,514.5900268554688,507.30999755859375,513.7999877929688,19799600,MSFT
2025-09-24,510.1499938964844,512.47998046875,506.9200134277344,510.3800048828125,13533700,MSFT
2025-09-25,507.0299987792969,510.010009765625,505.0400085449219,508.29998779296875,15786500,MSFT
2025-09-26,511.4599914550781,513.9400024414062,506.6199951171875,510.05999755859375,16213100,MSFT
2025-09-29,514.5999755859375,516.8499755859375,508.8800048828125,511.5,17617800,MSFT
2025-09-30,517.9500122070312,518.1599731445312,509.6600036621094,513.239990234375,19728200,MSFT
2025-10-01,519.7100219726562,520.510009765625,511.69000244140625,514.7999877929688,22632300,MSFT
2025-10-02,515.739990234375,521.5999755859375,510.67999267578125,517.6400146484375,21222900,MSFT
2025-10-03,517.3499755859375,520.489990234375,515.0,517.0999755859375,15112300,MSFT
2025-10-06,528.5700073242188,531.030029296875,518.2000122070312,518.6099853515625,21388600,MSFT
2025-10-07,523.97998046875,529.7999877929688,521.4400024414062,528.2899780273438,14615200,MSFT
2025-10-08,524.8499755859375,526.9500122070312,523.0900268554688,523.280029296875,13363400,MSFT
2025-10-09,522.4000244140625,524.3300170898438,517.4000244140625,522.3400268554688,18343600,MSFT
2025-10-10,510.9599914550781,523.5800170898438,509.6300048828125,519.6400146484375,24133800,MSFT
2025-10-13,514.0499877929688,516.4099731445312,511.67999267578125,516.4099731445312,14284200,MSFT
2025-10-14,513.5700073242188,515.280029296875,506.0,510.2300109863281,14684300,MSFT
2025-10-15,513.4299926757812,517.1900024414062,510.0,514.9600219726562,14694700,MSFT
2025-10-16,511.6099853515625,516.8499755859375,508.1300048828125,512.5800170898438,15559600,MSFT
2025-10-17,513.5800170898438,515.47998046875,507.30999755859375,509.0400085449219,19867800,MSFT
2025-10-20,516.7899780273438,518.7000122070312,513.4299926757812,514.6099853515625,14665600,MSFT
2025-10-21,517.6599731445312,518.6900024414062,513.0399780273438,517.5,15586200,MSFT
2025-10-22,520.5399780273438,525.22998046875,517.7100219726562,521.1500244140625,18962700,MSFT
2025-10-23,520.5599975585938,523.9500122070312,518.6099853515625,522.4600219726562,14023500,MSFT
2025-10-24,523.6099853515625,525.3499755859375,520.7100219726562,522.7899780273438,15532400,MSFT
2025-10-27,531.52001953125,534.5800170898438,529.010009765625,531.780029296875,18734700,MSFT
2025-10-28,542.0700073242188,553.719970703125,540.77001953125,550.0,29986700,MSFT
2025-10-29,541.5499877929688,546.27001953125,536.72998046875,544.9400024414062,36023000,MSFT
2025-10-30,525.760009765625,534.969970703125,522.1199951171875,530.47998046875,41023100,MSFT
2025-10-31,517.8099975585938,529.3200073242188,515.0999755859375,528.8800048828125,34006400,MSFT
2025-11-03,517.030029296875,524.9600219726562,514.5900268554688,519.8099975585938,22374700,MSFT
2025-11-04,514.3300170898438,515.5499877929688,507.8399963378906,511.760009765625,20958700,MSFT
2025-11-05,507.1600036621094,514.8300170898438,506.5799865722656,513.2999877929688,23024300,MSFT
2025-11-06,497.1000061035156,505.70001220703125,495.80999755859375,505.6600036621094,27406500,MSFT
2025-11-07,496.82000732421875,499.3800048828125,493.25,496.95001220703125,23980600,MSFT
2025-08-08,1211.6400146484375,1214.1099853515625,1180.3699951171875,1183.18994140625,3816700,NFLX
2025-08-11,1218.31005859375,1223.0699462890625,1201.9300537109375,1214.010009765625,2455600,NFLX
2025-08-12,1225.280029296875,1231.989990234375,1206.510009765625,1225.0,2278800,NFLX
2025-08-13,1204.43994140625,1237.1199951171875,1203.0,1234.0,2762400,NFLX
2025-08-14,1230.56005859375,1244.0899658203125,1207.030029296875,1209.8900146484375,3904700,NFLX
2025-08-15,1238.949951171875,1246.93994140625,1227.8800048828125,1234.0400390625,2767800,NFLX
2025-08-18,1245.0899658203125,1251.1600341796875,1235.449951171875,1235.6300048828125,2111100,NFLX
2025-08-19,1214.1500244140625,1241.0,1192.7900390625,1240.199951171875,3707700,NFLX
2025-08-20,1213.8599853515625,1223.0,1193.31005859375,1218.0,2434400,NFLX
2025-08-21,1206.2099609375,1221.4000244140625,1197.6400146484375,1211.4300537109375,2047200,NFLX
2025-08-22,1204.6500244140625,1213.6199951171875,1198.22998046875,1208.8800048828125,3128100,NFLX
2025-08-25,1218.0699462890625,1233.800048828125,1199.0,1201.6500244140625,2812000,NFLX
2025-08-26,1226.0899658203125,1231.5,1212.199951171875,1220.2099609375,1985700,NFLX
2025-08-27,1223.5,1229.2099609375,1213.0,1223.6099853515625,1664500,NFLX
2025-08-28,1231.449951171875,1237.8900146484375,1214.27001953125,1222.7900390625,1950300,NFLX
2025-08-29,1208.25,1228.7900390625,1201.1500244140625,1227.969970703125,3209800,NFLX
2025-09-02,1214.1099853515625,1215.4000244140625,1182.800048828125,1197.0,2303300,NFLX
2025-09-03,1226.1800537109375,1227.0,1203.3800048828125,1205.1400146484375,2471500,NFLX
2025-09-04,1257.47998046875,1257.47998046875,1223.0899658203125,1223.199951171875,3023500,NFLX
2025-09-05,1243.8199462890625,1267.0999755859375,1239.02001953125,1260.0,2379700,NFLX
2025-09-08,1244.760009765625,1252.0400390625,1232.0,1248.5400390625,1915100,NFLX
2025-09-09,1263.25,1265.719970703125,1246.6700439453125,1246.6700439453125,2219700,NFLX
2025-09-10,1247.7099609375,1267.0,1246.3599853515625,1263.969970703125,2701000,NFLX
2025-09-11,1203.5,1253.449951171875,1192.0,1251.0,5682300,NFLX
2025-09-12,1188.43994140625,1211.780029296875,1182.4000244140625,1203.06005859375,3784900,NFLX
2025-09-15,1202.260009765625,1207.239990234375,1173.2099609375,1188.4000244140625,2909300,NFLX
2025-09-16,1200.510009765625,1209.0,1197.280029296875,1205.6400146484375,2404700,NFLX
2025-09-17,1228.5,1233.9300537109375,1206.6099853515625,1221.02001953125,3459800,NFLX
2025-09-18,1207.780029296875,1233.0,1205.5,1220.8199462890625,3169100,NFLX
2025-09-19,1226.969970703125,1229.949951171875,1208.0999755859375,1218.6199951171875,4947600,NFLX
2025-09-22,1227.3699951171875,1229.760009765625,1214.239990234375,1221.9000244140625,2546800,NFLX
2025-09-23,1218.469970703125,1227.7900390625,1208.469970703125,1227.3299560546875,2499100,NFLX
2025-09-24,1203.949951171875,1221.5,1194.199951171875,1218.6099853515625,2773100,NFLX
2025-09-25,1208.239990234375,1216.8399658203125,1191.510009765625,1203.0899658203125,1997800,NFLX
2025-09-26,1210.6099853515625,1214.0,1200.0,1205.4200439453125,1945000,NFLX
2025-09-29,1206.4100341796875,1224.489990234375,1187.5400390625,1205.0,3033200,NFLX
2025-09-30,1198.9200439453125,1208.5,1178.0,1206.4100341796875,3830300,NFLX
2025-10-01,1170.9000244140625,1179.1400146484375,1163.2099609375,1175.489990234375,4110200,NFLX
2025-10-02,1162.530029296875,1163.3299560546875,1134.0,1161.5,4685500,NFLX
2025-10-03,1153.3199462890625,1168.0,1143.219970703125,1165.0,3137400,NFLX
2025-10-06,1163.31005859375,1163.5799560546875,1145.449951171875,1160.3699951171875,2968600,NFLX
2025-10-07,1191.06005859375,1201.3699951171875,1177.4599609375,1177.7900390625,3309100,NFLX
2025-10-08,1214.25,1217.3900146484375,1192.0,1197.1099853515625,2851400,NFLX
2025-10-09,1231.0699462890625,1237.5,1211.8199462890625,1214.25,2824100,NFLX
2025-10-10,1220.0799560546875,1247.0,1219.0999755859375,1229.0,4279800,NFLX
2025-10-13,1219.030029296875,1231.1199951171875,1206.81005859375,1221.3499755859375,2460800,NFLX
2025-10-14,1215.3499755859375,1224.2900390625,1203.0999755859375,1214.75,2362400,NFLX
2025-10-15,1203.2900390625,1219.6199951171875,1201.6099853515625,1213.010009765625,2025200,NFLX
2025-10-16,1183.5899658203125,1216.7099609375,1176.0,1212.1500244140625,2832600,NFLX
2025-10-17,1199.3599853515625,1203.1199951171875,1178.949951171875,1183.5999755859375,2957100,NFLX
2025-10-20,1238.56005859375,1247.760009765625,1206.9000244140625,1207.8800048828125,3986200,NFLX
2025-10-21,1241.3499755859375,1248.5999755859375,1231.760009765625,1242.8299560546875,6508200,NFLX
2025-10-22,1116.3699951171875,1157.5999755859375,1112.510009765625,1142.9000244140625,14789000,NFLX
2025-10-23,1113.5899658203125,1127.8299560546875,1099.72998046875,1126.9000244140625,6849700,NFLX
2025-10-24,1094.68994140625,1114.510009765625,1094.4100341796875,1111.0,6028000,NFLX
2025-10-27,1094.56005859375,1102.280029296875,1087.300048828125,1100.6700439453125,4691100,NFLX
2025-10-28,1102.5,1116.97998046875,1093.010009765625,1094.0,4020900,NFLX
2025-10-29,1100.4100341796875,1108.550048828125,1096.0,1099.8399658203125,3399500,NFLX
2025-10-30,1089.0,1106.1600341796875,1088.1099853515625,1094.4000244140625,4158100,NFLX
2025-10-31,1118.8599853515625,1134.8800048828125,1101.97998046875,1105.3900146484375,6866500,NFLX
2025-11-03,1100.0899658203125,1133.5,1075.1500244140625,1133.239990234375,5863400,NFLX
2025-11-04,1092.9599609375,1104.5999755859375,1086.6800537109375,1099.989990234375,3871800,NFLX
2025-11-05,1098.4599609375,1100.8499755859375,1073.3699951171875,1085.0,3553900,NFLX
2025-11-06,1097.02001953125,1103.699951171875,1085.1300048828125,1094.5799560546875,3653200,NFLX
2025-11-07,1103.6600341796875,1108.219970703125,1087.5,1094.1800537109375,4403400,NFLX
2025-08-08,201.90953063964844,203.24833036524188,197.72326985656238,197.80320024624658,24379900,GOOG
2025-08-11,201.449951171875,201.97947666721265,199.6215835153614,201.37500595004394,16690200,GOOG
2025-08-12,203.97769165039062,204.9468266736469,201.2201465346662,201.91453322711988,19854000,GOOG
2025-08-13,202.84869384765625,205.24654455972473,198.46261470892654,204.79694945685728,19573000,GOOG
2025-08-14,203.63800048828125,205.2365625759638,202.14432512407217,202.37911588398708,17777100,GOOG
2025-08-15,204.72702026367188,207.14485738883576,201.9045460206804,204.53718749330082,21111400,GOOG
2025-08-18,204.10755920410156,205.95591322393057,203.22835542424343,204.88687667774633,13000200,GOOG
2025-08-19,202.30918884277344,204.10756930819693,200.75056906348905,203.72291858829,13476600,GOOG
2025-08-20,200.01123046875,201.9894580373513,197.28367265876727,201.49989012472352,13971700,GOOG
2025-08-21,200.4408416748047,203.17840034597594,200.22103691495778,200.54075847297617,11768900,GOOG
2025-08-22,206.535400390625,209.0431534739571,201.94950291655513,203.7778705571345,25723700,GOOG
2025-08-25,208.9732208251953,210.90148999026277,205.7660806926536,206.8151460768586,22788800,GOOG
2025-08-26,207.76429748535156,208.2738518119723,206.26563698618554,208.18392059569848,23051000,GOOG
2025-08-27,208.02407836914062,209.3828645197921,206.20569628356685,206.2756410923181,15249000,GOOG
2025-08-28,212.1803436279297,212.70986910562976,207.4146143286289,207.6543902459798,20915700,GOOG
2025-08-29,213.3393096923828,215.14769086553312,210.78159829310974,211.08133343259135,24682200,GOOG
2025-09-02,211.8007049560547,212.17936432543956,206.77519781054198,208.80338386353435,28900100,GOOG
2025-09-03,230.8936309814453,231.59300282388122,224.91896021781164,226.27774633104264,72250300,GOOG
2025-09-04,232.45223999023438,232.56214237085004,226.55749949973745,229.94947205835598,32196000,GOOG
2025-09-05,234.95999145507812,235.9191408833356,232.17248963182874,232.4522383723282,26127700,GOOG
2025-09-08,234.16000366210938,238.39999389648438,233.72999572753906,235.7899932861328,23128800,GOOG
2025-09-09,239.94000244140625,240.58999633789062,233.3800048828125,234.19000244140625,22854800,GOOG
2025-09-10,239.55999755859375,242.0800018310547,238.11000061035156,239.25,19990100,GOOG
2025-09-11,240.77999877929688,242.57000732421875,236.5800018310547,240.13999938964844,21308600,GOOG
2025-09-12,241.3800048828125,242.42300415039062,238.5,240.8000030517578,14536600,GOOG
2025-09-15,251.75999450683594,252.75,244.97999572753906,245.13999938964844,29935200,GOOG
2025-09-16,251.4199981689453,253.22999572753906,249.71499633789062,252.3300018310547,24493500,GOOG
2025-09-17,249.85000610351562,251.9499969482422,246.5800018310547,251.4600067138672,20491300,GOOG
2025-09-18,252.3300018310547,254.13999938964844,250.11000061035156,251.86000061035156,21166400,GOOG
2025-09-19,255.24000549316406,256.70001220703125,252.0679931640625,253.39999389648438,41616800,GOOG
2025-09-22,252.8800048828125,256.30999755859375,250.80999755859375,254.77999877929688,20079000,GOOG
2025-09-23,252.33999633789062,254.77000427246094,251.08999633789062,253.65499877929688,17521100,GOOG
2025-09-24,247.8300018310547,252.9600067138672,247.22000122070312,252.14999389648438,16958500,GOOG
2025-09-25,246.57000732421875,247.31500244140625,241.64999389648438,244.83999633789062,17379800,GOOG
2025-09-26,247.17999267578125,250.1199951171875,246.63999938964844,247.78500366210938,16594600,GOOG
2025-09-29,244.36000061035156,251.6479949951172,243.1999969482422,248.27499389648438,23157200,GOOG
2025-09-30,243.5500030517578,243.6750030517578,239.5709991455078,243.05999755859375,22541200,GOOG
2025-10-01,245.5399932861328,247.14999389648438,239.1999969482422,241.17999267578125,23967700,GOOG
2025-10-02,246.42999267578125,247.63499450683594,243.10499572753906,245.63999938964844,20657500,GOOG
2025-10-03,246.4499969482422,247.1179962158203,242.47000122070312,245.22999572753906,19941400,GOOG
2025-10-06,251.50999450683594,252.1999969482422,245.69000244140625,245.77999877929688,18309000,GOOG
2025-10-07,247.1300048828125,251.5500030517578,246.80999755859375,248.92999267578125,13811200,GOOG
2025-10-08,245.4600067138672,247.25999450683594,245.08999633789062,246.1999969482422,14136500,GOOG
2025-10-09,242.2100067138672,245.55499267578125,239.67999267578125,245.05999755859375,19375700,GOOG
2025-10-10,237.49000549316406,244.83999633789062,236.68499755859375,242.16000366210938,22449100,GOOG
2025-10-13,244.63999938964844,244.99000549316406,240.75,241.02999877929688,12465000,GOOG
2025-10-14,246.19000244140625,248.02499389648438,241.17799377441406,241.7550048828125,17705400,GOOG
2025-10-15,251.7100067138672,252.75999450683594,246.7899932861328,248.0850067138672,16048100,GOOG
2025-10-16,251.8800048828125,257.5799865722656,250.6699981689453,252.46499633789062,18946000,GOOG
2025-10-17,253.7899932861328,254.8800048828125,248.58999633789062,251.35000610351562,17653800,GOOG
2025-10-20,257.0199890136719,257.8800048828125,254.60000610351562,255.22999572753906,13726800,GOOG
2025-10-21,251.33999633789062,255.3800048828125,244.6699981689453,255.25,27836400,GOOG
2025-10-22,252.52999877929688,257.17999267578125,250.4510040283203,255.00999450683594,19650200,GOOG
2025-10-23,253.72999572753906,255.86000061035156,252.76800537109375,253.6999969482422,13241300,GOOG
2025-10-24,260.510009765625,262.510009765625,256.1000061035156,257.29998779296875,18406000,GOOG
2025-10-27,269.92999267578125,270.79998779296875,264.94000244140625,265.3599853515625,22987700,GOOG
2025-10-28,268.42999267578125,271.3800048828125,267.1700134277344,270.20001220703125,20101200,GOOG
2025-10-29,275.1700134277344,275.9700012207031,268.42999267578125,268.6099853515625,26287900,GOOG
2025-10-30,281.8999938964844,291.92999267578125,280.45001220703125,291.7200012207031,48570000,GOOG
2025-10-31,281.82000732421875,286.2850036621094,277.52301025390625,283.2049865722656,29932800,GOOG
2025-11-03,284.1199951171875,285.94000244140625,280.3699951171875,282.4200134277344,19691800,GOOG
2025-11-04,278.05999755859375,281.8340148925781,276.864990234375,277.06500244140625,18123700,GOOG
2025-11-05,284.75,286.70001220703125,277.8800048828125,279.3800048828125,20063200,GOOG
2025-11-06,285.3399963378906,288.80999755859375,281.6199951171875,285.7349853515625,23103800,GOOG
2025-11-07,279.70001220703125,284.5,275.739990234375,284.2099914550781,21947100,GOOG
